gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,KO,cell_type,stimulation
IL2RA,382.557161913033,-1.00476355595185,0.201063210698198,-4.99725212018043,5.81530174354312e-07,7.50403476301676e-05,IL2RA,Teff,Resting
YBX1,1660.30422661696,-0.352713247997351,0.0731011702211307,-4.82500139095442,1.40002290456911e-06,0.00014937797698358,IL2RA,Teff,Resting
ARID5A,2089.42202339904,0.340168817763149,0.0653427617660704,5.20591429821969,1.93043730191939e-07,3.61777038090214e-05,IL2RA,Teff,Stimulated
BATF,2790.38579210608,0.388478686300836,0.0485999454595203,7.99339757746038,1.31269941059388e-15,1.31950158026696e-12,IL2RA,Teff,Stimulated
IL15RA,287.516557900136,1.91234460580799,0.0901002395026626,21.2246339894743,5.65649149294893e-100,2.08479421458454e-96,IL2RA,Teff,Stimulated
IL2RA,11434.7058719491,-2.30162891123788,0.105334540575741,-21.8506569512484,7.66227791130171e-106,4.23609034326315e-102,IL2RA,Teff,Stimulated
IL4R,917.601293148619,0.283095178422167,0.0577179059839528,4.90480681161364,9.3519336793764e-07,0.00013429133856216,IL2RA,Teff,Stimulated
IRF2,703.172321118628,0.276103705138682,0.079944632140961,3.45368660464717,0.00055297958387566,0.0172233669265161,IL2RA,Teff,Stimulated
KLF3,96.7337319576573,0.681374079962696,0.211363751000575,3.22370357612002,0.00126544316078574,0.0312682095936539,IL2RA,Teff,Stimulated
LEF1,916.434381347484,0.292886166095136,0.0772386018573368,3.79196618079791,0.00014945927116274,0.00688571317186012,IL2RA,Teff,Stimulated
RUNX1,1322.00235339917,0.239897125864291,0.0750349992887611,3.19713637819976,0.00138799286345985,0.0331223989684219,IL2RA,Teff,Stimulated
SATB1,2500.63563942528,0.312636499373948,0.0955132284288704,3.2732272222038,0.00106326964359837,0.0278591764200644,IL2RA,Teff,Stimulated
TFDP1,1741.04222561437,-0.1695682888687,0.0529964332987167,-3.1996169989954,0.00137610321170508,0.0331223989684219,IL2RA,Teff,Stimulated
ZBTB32,1146.2955763363,-0.74899280609518,0.103169858663983,-7.25980257988522,3.87655693666217e-13,3.5719241707228e-10,IL2RA,Teff,Stimulated
ZNF217,784.298015193371,0.21035378668829,0.0613072582050079,3.43114001257207,0.00060105028962593,0.0182077069928603,IL2RA,Teff,Stimulated
IL2RA,908.809139488806,-2.53624563506805,0.17044304151303,-14.8803119948676,4.42431484622526e-50,5.86664148609469e-47,IL2RA,Treg,Resting
ARID5A,1696.27052831369,0.782728627865989,0.168475473074851,4.64595002216279,3.38514956528223e-06,0.00049751860213676,IL2RA,Treg,Stimulated
ATF4,1034.6918729937,-0.28203014884907,0.0949289919093466,-2.97095906294252,0.00296871350122987,0.0443450768791593,IL2RA,Treg,Stimulated
BCL11B,682.479924193471,0.382778918531544,0.104463304791359,3.66424285825586,0.00024807132200264,0.00988316146858545,IL2RA,Treg,Stimulated
CREM,1884.12641109068,-0.509277368224355,0.144357987058353,-3.52787801078505,0.00041890516235034,0.0145757045135702,IL2RA,Treg,Stimulated
IL15RA,323.127389012937,1.42135263993907,0.128018184861777,11.1027401417519,1.21655860767086e-28,2.42338474648035e-25,IL2RA,Treg,Stimulated
IL2RA,12841.4206426926,-2.60967002337528,0.114312372504874,-22.8292875582127,2.34751016419167e-115,1.87049609882792e-111,IL2RA,Treg,Stimulated
IRF1,2107.70941842373,0.453906499664988,0.128964816737283,3.51961497056712,0.0004321736825235,0.0148429306135658,IL2RA,Treg,Stimulated
KLF13,708.986091398804,0.419221113245373,0.105336672121451,3.97982112784065,6.89671408582419e-05,0.00457941815298726,IL2RA,Treg,Stimulated
KLF3,281.558086001608,0.687079668878965,0.227823686700771,3.01583948020907,0.00256268887167585,0.0408390098590263,IL2RA,Treg,Stimulated
LEF1,671.994384606586,0.424172430123847,0.137497104026695,3.08495537507098,0.00203582695925255,0.0356229308468379,IL2RA,Treg,Stimulated
ZBTB32,1196.11574171173,-0.788476488597788,0.111501996309498,-7.07141140692409,1.53365704732503e-12,2.03669655884764e-09,IL2RA,Treg,Stimulated
IRF1,2344.53732354358,-0.785599439205909,0.0805121247269524,-9.75752958787486,1.71276483399351e-22,1.10421948847562e-18,IRF1,Teff,Stimulated
IRF1,1030.54185745502,-0.76312995986129,0.135803398073187,-5.61937308409634,1.91651602508851e-08,0.00023993822376095,IRF1,Treg,Resting
IRF1,2107.70941842373,-0.901643449503277,0.130644258423623,-6.90151607412885,5.14504483823351e-12,1.35643962115188e-07,IRF1,Treg,Stimulated
IRF2,348.156861161159,-2.81476869066349,0.171056154643364,-16.4552318888029,7.69267034833131e-61,1.21498035481545e-56,IRF2,Teff,Resting
ARID5A,2089.42202339904,0.239380306075368,0.0646542915964704,3.70246584046459,0.0002135141157442,0.029041679165738,IRF2,Teff,Stimulated
BATF,2790.38579210608,-0.198283936926883,0.0492709993809274,-4.02435386775691,5.71319564199985e-05,0.0103016591867165,IRF2,Teff,Stimulated
IRF2,703.172321118628,-1.58731001180497,0.0965778476340719,-16.4355496699326,1.06455065730804e-60,1.28608364909385e-56,IRF2,Teff,Stimulated
RAD21,4420.1006838731,0.189383893506303,0.0435233841296217,4.35131360517093,1.35324334755794e-05,0.00357795484349255,IRF2,Teff,Stimulated
IRF2,224.084117875598,-2.71577623967171,0.193263410652233,-14.0522007270098,7.46768123626644e-45,8.57887220422289e-41,IRF2,Treg,Resting
IRF2,701.729607350559,-1.75247194338487,0.116589378517315,-15.0311457670614,4.5899737940738e-51,6.47186304964406e-47,IRF2,Treg,Stimulated
STAT3,432.310113771066,0.32504030576828,0.0832109475751492,3.90622045824836,9.37509850942052e-05,0.0201647339409977,IRF4,Teff,Resting
ARID5A,2089.42202339904,0.438852428316068,0.0658452769187333,6.66490367802238,2.6483899194949e-11,1.06075805657887e-08,IRF4,Teff,Stimulated
BATF,2790.38579210608,0.74221597416639,0.0483543735130738,15.3495107110779,3.56867799113845e-53,4.85982568833234e-49,IRF4,Teff,Stimulated
CEBPB,895.12722326597,0.427062686343725,0.074889414402036,5.70257745709005,1.18009257583267e-08,2.43492434813474e-06,IRF4,Teff,Stimulated
ETS1,2860.92332119418,0.262018568358386,0.0461202326369168,5.68120656331325,1.33747825703847e-08,2.71847446333579e-06,IRF4,Teff,Stimulated
IL4R,917.601293148619,0.442348521130885,0.0584577301973701,7.56698078487464,3.81998377585697e-14,2.73792310840106e-11,IRF4,Teff,Stimulated
IRF4,2306.91946479116,-0.397231935152044,0.073026844112694,-5.43953309195508,5.34203864492035e-08,8.87169295933236e-06,IRF4,Teff,Stimulated
JUNB,7106.92054255494,0.310943536304098,0.0625993165407039,4.967203373569,6.79253428383987e-07,8.25899391761886e-05,IRF4,Teff,Stimulated
KLF13,1053.83657415863,0.302579109298497,0.0681340091196295,4.44094092228199,8.9566383753107e-06,0.00067005668292423,IRF4,Teff,Stimulated
KLF2,369.909581712964,-1.78014470379483,0.428826127091763,-4.15120392935831,3.30730906549377e-05,0.00189239222075186,IRF4,Teff,Stimulated
KLF6,1813.98314207354,0.34988476999576,0.0827626005699957,4.22757099929271,2.36227645839597e-05,0.00144257761481777,IRF4,Teff,Stimulated
RBPJ,2001.59911089889,0.285558946565841,0.0763372746657484,3.74075375124661,0.00018346920963168,0.00805962482827179,IRF4,Teff,Stimulated
STAT3,2324.91991765254,0.257379616285552,0.0672241328686541,3.82867885835631,0.00012883298621526,0.00600838221328582,IRF4,Teff,Stimulated
STAT5A,882.935864889709,0.488552158759084,0.0911557646799338,5.35953113304999,8.34382148510136e-08,1.35269239266798e-05,IRF4,Teff,Stimulated
YBX1,12529.8618051086,-0.0966445639235222,0.0292854903764194,-3.30008351170859,0.00096656061505842,0.0297124660403288,IRF4,Teff,Stimulated
ZEB1,1667.18059900798,0.223359761341253,0.0499256278688572,4.47384982173818,7.68237083389667e-06,0.00059442344327275,IRF4,Teff,Stimulated
KLF3,198.35816014624,-0.841934777994587,0.161047326499582,-5.22787180820895,1.71472328473571e-07,0.00010101863551199,IRF4,Treg,Resting
ARID5A,1696.27052831369,0.81860687334396,0.168538103457416,4.85710267619567,1.19115835144509e-06,0.00026977751396312,IRF4,Treg,Stimulated
BATF,3917.7332136561,0.622179539510728,0.135510064840901,4.59138987381649,4.40303953526178e-06,0.00072087836439364,IRF4,Treg,Stimulated
DNMT1,1909.62686327636,-0.179686999012589,0.0551959816112227,-3.25543624313504,0.0011321831349698,0.0488916778851391,IRF4,Treg,Stimulated
FOXO1,802.408811280414,0.379537170414313,0.0919697207132013,4.12676223730051,3.6790642309514e-05,0.00403183901890311,IRF4,Treg,Stimulated
IFNGR2,118.587996034211,0.740948532017433,0.183033474511403,4.04815858954407,5.1622165271476e-05,0.00523502689458274,IRF4,Treg,Stimulated
IL4R,472.690995510938,0.813672024606196,0.186668848618528,4.35890632329873,1.30714046316803e-05,0.00181252364836636,IRF4,Treg,Stimulated
KLF6,1176.79118748282,0.490670712084917,0.128151549483671,3.82883167672847,0.00012875302588848,0.0108672352099294,IRF4,Treg,Stimulated
RUNX1,618.962301449407,0.422915017392537,0.0895534616029021,4.72248654404703,2.32978508413629e-06,0.00044590773955391,IRF4,Treg,Stimulated
STAT5A,567.648371596568,0.545354940875863,0.116871566422291,4.66627561835985,3.06708231706202e-06,0.00055571442142074,IRF4,Treg,Stimulated
YBX1,9945.64128014674,-0.178158341449242,0.0478299387398456,-3.72482896995274,0.00019544768576229,0.0142028802236568,IRF4,Treg,Stimulated
ZEB1,970.241547238506,0.421965525503864,0.0783849496588529,5.38324675005015,7.31541459069886e-08,2.76903470818411e-05,IRF4,Treg,Stimulated
ZMYND8,335.053446752943,0.315223470835243,0.0938611039558956,3.35840361501994,0.00078394055205016,0.0387380660429445,IRF4,Treg,Stimulated
KLF13,1053.83657415863,-0.638076236031539,0.0685084942758364,-9.31382659590278,1.23307933163004e-20,3.2580422100329e-16,KLF13,Teff,Stimulated
KLF13,708.986091398804,-0.802669797149798,0.108114914246057,-7.42422821816256,1.13439417537574e-13,2.99071680396059e-09,KLF13,Treg,Stimulated
FLI1,355.736268253079,-0.301094778028837,0.0861444692062828,-3.4952305215072,0.00047365247806322,0.0181625378187525,KLF2,Teff,Resting
IRF4,117.52081916413,0.540507632968046,0.162228826969654,3.3317607176507,0.00086298422504188,0.0275354834188861,KLF2,Teff,Resting
KLF13,556.324933381494,-0.317743650936879,0.0697965425708229,-4.55242679985851,5.30306150174715e-06,0.00097741705300985,KLF2,Teff,Resting
KLF2,1740.55862983717,-1.09712115041106,0.22464927258798,-4.88370666760737,1.04109919926804e-06,0.00027866755233741,KLF2,Teff,Resting
MYC,243.622027261671,-0.738916377577756,0.188457449867015,-3.92086584053416,8.82313764828715e-05,0.00644089048324962,KLF2,Teff,Resting
DNMT1,201.393581408182,0.44540651071071,0.127218438314178,3.5011160065551,0.00046331411846193,0.0145814078864436,KLF2,Treg,Resting
IKZF3,122.839470423966,0.871011020148274,0.18925882845068,4.60222134564918,4.18008616293872e-06,0.00034177180675075,KLF2,Treg,Resting
IRF1,1030.54185745502,-0.41329247556471,0.134716637499337,-3.0678651370492,0.00215593892127047,0.0435499662096634,KLF2,Treg,Resting
KLF2,1617.4503469224,-1.29797041312156,0.177648550787383,-7.30639460535213,2.74405548912883e-13,3.365388053453e-10,KLF2,Treg,Resting
KLF3,198.35816014624,-0.753109695121529,0.135417114194923,-5.56140706142565,2.67608182021764e-08,5.34282847129498e-06,KLF2,Treg,Resting
MYB,62.1439465389385,1.27772514756653,0.255450602580081,5.00184824252266,5.67832825544421e-07,6.49979307639848e-05,KLF2,Treg,Resting
MYC,186.82846613418,-1.12600448163689,0.223930617766833,-5.02836321743792,4.94684189701097e-07,5.89842190081099e-05,KLF2,Treg,Resting
RAD21,517.891294741084,0.408190374014715,0.10752235828959,3.79633018200118,0.00014685387774352,0.00615868286306568,KLF2,Treg,Resting
SATB1,370.099261663489,-0.420031024057746,0.107893995032993,-3.89299723241598,9.90132823491033e-05,0.00454560978057247,KLF2,Treg,Resting
TFDP1,134.899950501872,0.544851740233433,0.137865323026509,3.95205790892512,7.74819836278035e-05,0.00373698218789153,KLF2,Treg,Resting
LEF1,974.647043912686,-0.528963528445206,0.087985132121403,-6.01196492738495,1.83287982661562e-09,4.72388117713645e-05,LEF1,Teff,Resting
LEF1,916.434381347484,-0.441680982024394,0.0781262961760792,-5.65342277367077,1.57283796547e-08,0.00041557524723648,LEF1,Teff,Stimulated
LEF1,674.114655079449,-0.393269068571485,0.0780958735083549,-5.03572149083411,4.76052306583618e-07,0.0119198737045472,LEF1,Treg,Resting
ETS1,1161.38939650216,-0.214891295066223,0.0747381645943994,-2.87525518230783,0.00403701080324068,0.0453650536025181,MED11,Teff,Resting
ATF4,1738.16865612141,-0.171676265274704,0.0551345039187555,-3.11377183202157,0.00184712271708591,0.0297720639691238,MED11,Teff,Stimulated
BATF,2790.38579210608,0.178224107629326,0.0508740324901838,3.50324318528739,0.00045962963017531,0.0107217823224651,MED11,Teff,Stimulated
ETS1,2860.92332119418,-0.234344902301399,0.049141994318253,-4.76872999463017,1.85390935982361e-06,0.00013485970915506,MED11,Teff,Stimulated
FOXP1,647.975720114202,0.471724289663714,0.120185208421195,3.92497792249554,8.67376925894419e-05,0.00305432696484541,MED11,Teff,Stimulated
GATA3,3454.11109377787,-0.264420969784145,0.0698817007311112,-3.78383707061704,0.00015442893791021,0.00472997442236354,MED11,Teff,Stimulated
IKZF1,2914.71895208679,-0.202677687165749,0.047796279936125,-4.24044899386746,2.23073122702672e-05,0.00105859206769247,MED11,Teff,Stimulated
IKZF3,165.256757594203,0.493285032316814,0.155908460801236,3.16394010807208,0.00155648822110427,0.026355421532542,MED11,Teff,Stimulated
IL2RB,1975.27473499159,-0.213736994271267,0.0614728510291397,-3.47693316143659,0.00050718423590621,0.0114681719763089,MED11,Teff,Stimulated
IRF4,2306.91946479116,-0.220667326548889,0.0732209970552843,-3.01371649422198,0.00258068840572603,0.0374470757245573,MED11,Teff,Stimulated
KMT2A,2334.24748069568,0.272651058714782,0.0431041594182398,6.32540020254769,2.52577103075583e-10,5.58549005741345e-08,MED11,Teff,Stimulated
MED11,473.314002162105,-2.55132411763681,0.164761764338995,-15.484928362308,4.3855079804322e-54,4.84905617396389e-50,MED11,Teff,Stimulated
MYB,965.681402623667,-0.325959535341833,0.0910536463642211,-3.57986251355571,0.0003437750335129,0.008698216351378,MED11,Teff,Stimulated
MYC,1640.80998674334,-0.614507239348518,0.0916316896463579,-6.7062742346031,1.99656353815926e-11,5.80947448458603e-09,MED11,Teff,Stimulated
RELA,935.79366510856,0.234292978020068,0.0653457761627802,3.58543415930098,0.0003365178982439,0.00855374345030542,MED11,Teff,Stimulated
RUNX1,1322.00235339917,-0.468052433629786,0.082430162752148,-5.67816947101186,1.36143797487511e-08,1.79207377240406e-06,MED11,Teff,Stimulated
SRF,432.899123307965,0.384066244610367,0.0863105454606775,4.44981829926385,8.59429692619667e-06,0.00049752429902071,MED11,Teff,Stimulated
STAT3,2324.91991765254,0.20602015755977,0.0681471283858561,3.02316711561583,0.00250144064623609,0.0365368946174801,MED11,Teff,Stimulated
STAT5A,882.935864889709,0.307484078456693,0.0935662195522882,3.28627233127507,0.00101522805394234,0.0189938690227419,MED11,Teff,Stimulated
STAT5B,619.139700316604,0.272414448384118,0.0892670060919819,3.05168124607449,0.00227563616116366,0.0342802575394913,MED11,Teff,Stimulated
TFAP4,468.341380785149,-0.271681480875466,0.092523231382664,-2.93635962358283,0.0033208908467459,0.0455571837375551,MED11,Teff,Stimulated
ETS1,1061.71135870842,-0.469379801592325,0.0917466895126056,-5.11604074311405,3.12015690552936e-07,7.95293326809372e-05,MED11,Treg,Resting
KLF2,1617.4503469224,-0.653428710597991,0.177183825345026,-3.68785756445648,0.00022615017604278,0.00910155269898491,MED11,Treg,Resting
KLF3,198.35816014624,-0.682753090828395,0.145763995955782,-4.68396249946051,2.81381510186101e-06,0.00046106370311922,MED11,Treg,Resting
PURA,194.964083061746,0.337039062733776,0.110351957330587,3.05421916282001,0.00225647170638712,0.0450117051691483,MED11,Treg,Resting
RUNX3,176.066408325877,0.505915670495809,0.154074176440574,3.28358510286075,0.00102495693477561,0.0258631102619171,MED11,Treg,Resting
ATF4,1034.6918729937,-0.387266708177384,0.0976935474560657,-3.96409710018509,7.367426205224e-05,0.00139437504442984,MED11,Treg,Stimulated
DDX39B,2804.65470179021,-0.170787370700789,0.0639982297152661,-2.66862648327364,0.00761620959694036,0.0490235039512616,MED11,Treg,Stimulated
DNMT1,1909.62686327636,-0.342501794155297,0.0571500476643692,-5.99302727036627,2.05970295484713e-09,2.14067058824457e-07,MED11,Treg,Stimulated
ETS1,3062.10045049807,-0.477480821647841,0.0928975557524983,-5.13986420611503,2.74937091286995e-07,1.38804199598941e-05,MED11,Treg,Stimulated
FLI1,609.538960207076,-0.36643470668716,0.112329635948447,-3.26213740116931,0.00110575533456928,0.0115319950809406,MED11,Treg,Stimulated
FOXP1,910.694358125482,0.420685070321627,0.135413204146432,3.10667687817734,0.0018920308159449,0.0173618690172162,MED11,Treg,Stimulated
GATA3,2234.88521519931,-0.348179594267569,0.113558515350388,-3.06608089400651,0.00216884627960131,0.0191366224957763,MED11,Treg,Stimulated
IKZF1,2038.90941819687,-0.339647416570301,0.0973185691143088,-3.49005764944362,0.00048291635945184,0.00616088849687988,MED11,Treg,Stimulated
IL2RA,12841.4206426926,-0.333914435390384,0.111900085898915,-2.98404092104117,0.00284468724308336,0.0232894056454713,MED11,Treg,Stimulated
KLF2,778.859800641878,-1.76410509346599,0.536667249461495,-3.28714877838388,0.00101207348397609,0.0108556696126147,MED11,Treg,Stimulated
KMT2A,1681.15478688632,0.272675907500637,0.0901720073156828,3.02395294967792,0.00249495237011568,0.0211081724730629,MED11,Treg,Stimulated
MED11,357.144312279935,-3.97514069677832,0.31157176797673,-12.75834688936,2.80081901021491e-37,1.68833369935755e-33,MED11,Treg,Stimulated
MYB,715.052940269817,-0.655112400457898,0.148923142009534,-4.39899663422331,1.08752513007949e-05,0.00029529736414951,MED11,Treg,Stimulated
MYC,1053.74173978867,-1.33180516991313,0.195582541082126,-6.8094276848254,9.79877726167664e-12,2.10953676190667e-09,MED11,Treg,Stimulated
PTEN,719.186799539751,0.217667434500864,0.0803833006496619,2.70786883272601,0.00677167798541306,0.0449555890925881,MED11,Treg,Stimulated
RELA,717.414172204374,0.410554291540062,0.095074597182103,4.31823330004437,1.57283127943626e-05,0.00039422149490402,MED11,Treg,Stimulated
RUNX1,618.962301449407,-0.307633896337531,0.0993494281217757,-3.09648381629791,0.00195830551409324,0.0177781109020392,MED11,Treg,Stimulated
SMARCB1,907.305862192513,-0.251987754949394,0.0707475654224237,-3.56178694552683,0.00036833924234885,0.00496538885033441,MED11,Treg,Stimulated
STAT3,1891.6089555355,0.336013885683642,0.106800001494504,3.1461973874685,0.001654083322272,0.0158016073956507,MED11,Treg,Stimulated
TFAP4,251.851819938955,-0.606005253775479,0.163356375756632,-3.70971289592214,0.000207494413273,0.00321123574636633,MED11,Treg,Stimulated
YBX1,9945.64128014674,-0.195473329479522,0.0480081999335624,-4.07166546027624,4.66781871654074e-05,0.00094899194682319,MED11,Treg,Stimulated
ZBTB32,1196.11574171173,-0.412818354676631,0.110789879168812,-3.72613778238366,0.00019443614787111,0.00304827334035656,MED11,Treg,Stimulated
ABCF1,240.727300689907,-0.288812048590511,0.0939960536759368,-3.07259759634406,0.00212204429550294,0.0213053247268495,MED12,Teff,Resting
ARID5A,194.93030357414,0.428389434951798,0.143390295933493,2.98757619658232,0.00281199189144382,0.0266441955606013,MED12,Teff,Resting
BATF,283.430114504848,0.32992534193019,0.113818135073886,2.89870627133379,0.00374705744885237,0.0333070868126821,MED12,Teff,Resting
BCL11B,456.276768293761,-0.335973777455758,0.0746051446707406,-4.50335937204507,6.68876342987664e-06,0.00016004273021654,MED12,Teff,Resting
CEBPB,225.306887963486,0.391226985271382,0.102236833347186,3.82667354282006,0.00012988658855106,0.0021180614268054,MED12,Teff,Resting
ETS1,1161.38939650216,-0.962763762799847,0.0712941703943475,-13.5041021934127,1.47905816787489e-41,1.45641720053588e-38,MED12,Teff,Resting
FLI1,355.736268253079,-0.25768502325696,0.0747161099398319,-3.44885491849711,0.00056296908956774,0.00726799309637028,MED12,Teff,Resting
FOXO1,250.573340979704,-0.483802211902178,0.109402121258657,-4.42223794507912,9.76837920624163e-06,0.00022490111909909,MED12,Teff,Resting
IKZF1,1042.22283710318,-0.48592601191069,0.0549970786409376,-8.83548770077737,9.96624996011972e-19,1.63561494537811e-16,MED12,Teff,Resting
IKZF3,75.406367013577,0.918978032930158,0.17848699640533,5.14871139880257,2.62282071582235e-07,8.60890461108768e-06,MED12,Teff,Resting
IL4R,226.282752399961,-0.462719560664713,0.128877589151281,-3.59038032688179,0.00033019580800614,0.00460439710053012,MED12,Teff,Resting
IRF1,1575.07358335175,-0.533071402213964,0.11543926959292,-4.61776485674036,3.87895433741104e-06,9.6792386887327e-05,MED12,Teff,Resting
KLF13,556.324933381494,-0.36815169350682,0.0613764320477434,-5.99825830899461,1.99445087322379e-09,9.21695510041075e-08,MED12,Teff,Resting
KLF2,1740.55862983717,-1.93151757889764,0.224870657861837,-8.58946025801365,8.73788226986387e-18,1.3159250698415e-15,MED12,Teff,Resting
KLF3,96.4228249948482,-0.852072614207418,0.201804353083077,-4.22227073494615,2.41853356456333e-05,0.00049220426327464,MED12,Teff,Resting
KLF6,602.901534637811,-0.321790377287851,0.115529057084281,-2.78536314074735,0.00534678057172605,0.0443291049861821,MED12,Teff,Resting
KMT2A,763.41310958533,0.232850093956448,0.0706686498968127,3.29495602783477,0.00098437081800625,0.0114971996727173,MED12,Teff,Resting
LEF1,974.647043912686,-0.292777575148277,0.0865771248014142,-3.381696675881,0.00072039642606998,0.00890134618737637,MED12,Teff,Resting
MED12,55.2397597277069,-3.86515889989972,0.458847263041491,-8.42362853878505,3.65000240094315e-17,5.02405169187885e-15,MED12,Teff,Resting
MYC,243.622027261671,-1.99989005451095,0.196192144073446,-10.1935276968189,2.11931262102845e-24,6.78233021544628e-22,MED12,Teff,Resting
SATB1,608.407968260607,-0.223352576358645,0.0811079401937997,-2.75376955480517,0.005891323384353,0.0479433125512414,MED12,Teff,Resting
STAT3,432.310113771066,0.249736700626488,0.0700757251150877,3.56381186518352,0.00036550797016156,0.00503645589455129,MED12,Teff,Resting
STAT5A,238.388607770304,-0.306770338892563,0.107262707185757,-2.85999064298554,0.00423653507953946,0.036810146381963,MED12,Teff,Resting
STAT5B,253.948303258272,-0.365641885288873,0.0968909426126497,-3.77374680676433,0.00016081397299951,0.00251140158026892,MED12,Teff,Resting
TFAP4,48.5871441277036,-0.83466022723211,0.215685099756109,-3.86980940350502,0.00010892047150741,0.0018154830153208,MED12,Teff,Resting
TNFAIP3,334.941748893679,-0.750381463047305,0.11952964076466,-6.27778564586102,3.43428934670551e-10,1.74453721933243e-08,MED12,Teff,Resting
USP22,195.149954768239,0.282794068125742,0.101003178733176,2.79985314989749,0.00511258590861546,0.0426915930960121,MED12,Teff,Resting
YBX1,1660.30422661696,-0.190394276184225,0.0670455052312704,-2.83977688776405,0.00451450968297339,0.03859463612523,MED12,Teff,Resting
ARID5A,2089.42202339904,0.197150163397518,0.0634032586541741,3.10946420708203,0.0018742699190666,0.00906524005930764,MED12,Teff,Stimulated
ATF4,1738.16865612141,-0.350053898775536,0.0483463095869254,-7.24055055631801,4.46866969869269e-13,1.23033707380878e-11,MED12,Teff,Stimulated
CREM,2846.39073329047,0.303060512336993,0.0930595865690779,3.25662861302346,0.00112743840871845,0.0058004762269239,MED12,Teff,Stimulated
DDX39B,4135.42710955936,-0.0782784963657012,0.0313665683441487,-2.49560281847994,0.0125743307851912,0.0452433316676171,MED12,Teff,Stimulated
ERF,264.771428880303,0.247704992212083,0.0922580328858818,2.6849151717605,0.00725482167495918,0.0288462021218047,MED12,Teff,Stimulated
ETS1,2860.92332119418,-0.785410646910597,0.0454661629180329,-17.2746191123836,7.30541148188338e-67,7.629771751679e-64,MED12,Teff,Stimulated
FLI1,742.232135829098,-0.204559086232871,0.0670826811469462,-3.04935763948939,0.00229331294092747,0.0108018762876037,MED12,Teff,Stimulated
FOXO1,778.318729449621,-0.188475943618152,0.0761681197884283,-2.47447283905235,0.0133432966304418,0.0474974062741424,MED12,Teff,Stimulated
FOXP1,647.975720114202,0.922492635805433,0.112847145468004,8.17470953279002,2.96579495152001e-16,1.18224284250668e-14,MED12,Teff,Stimulated
FOXP3,589.638667959955,-0.919325313298161,0.274276178061642,-3.35182340586483,0.00080281210452598,0.00431009404712271,MED12,Teff,Stimulated
GATA3,3454.11109377787,-0.793708708927308,0.0676371184545698,-11.7348096291302,8.45162713885307e-32,1.35105296691094e-29,MED12,Teff,Stimulated
GFI1,639.682146047891,-0.771132337287663,0.0834488256291122,-9.24078117905404,2.44704098295311e-20,1.52124381106918e-18,MED12,Teff,Stimulated
HIVEP2,384.325458732808,0.461640210112705,0.0896606098914626,5.14875161647392,2.62225849611277e-07,3.07027665172666e-06,MED12,Teff,Stimulated
IFNGR1,288.308050527733,0.343041126743555,0.0918655222097502,3.73416618652984,0.00018833810751452,0.00119987994807748,MED12,Teff,Stimulated
